what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.xsd,2.6.0.v20100914-1218,"org.eclipse.xsd",1387847109361
started,bundle,com.salesforce.ide.api,28.0.1.201309101331,"com.salesforce.ide.api",1387847109376
started,bundle,com.salesforce.ide.core,28.0.1.201309101331,"com.salesforce.ide.core",1387847109376
started,bundle,com.salesforce.ide.core.compatibility,28.0.1.201309101331,"com.salesforce.ide.core.compatibility",1387847109376
started,bundle,com.salesforce.ide.core.compatibility.auth.platformdb,28.0.1.201309101331,"com.salesforce.ide.core.compatibility.auth.platformdb",1387847109376
started,bundle,com.salesforce.ide.ui,28.0.1.201309101331,"com.salesforce.ide.ui",1387847109376
started,bundle,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors",1387847109376
started,bundle,com.salesforce.ide.ui.editors.intro,28.0.1.201309101331,"com.salesforce.ide.ui.editors.intro",1387847109376
started,bundle,com.salesforce.ide.upgrade,28.0.1.201309101331,"com.salesforce.ide.upgrade",1387847109376
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1387847109376
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1387847109376
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1387847109376
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1387847109376
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1387847109376
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1387847109376
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1387847109376
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1387847109376
started,bundle,hr.multimodus.apexeditorls,1.1.2,"hr.multimodus.apexeditorls",1387847109376
os,sysinfo,,,"win32",1387847109392
arch,sysinfo,,,"x86_64",1387847109392
ws,sysinfo,,,"win32",1387847109392
locale,sysinfo,,,"ja_JP",1387847109392
processors,sysinfo,,,"4",1387847109392
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1387847109392
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1387847109392
java.specification.name,sysinfo,,,"Java Platform API Specification",1387847109392
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1387847109392
java.specification.version,sysinfo,,,"1.6",1387847109392
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1387847109392
java.version,sysinfo,,,"1.6.0_45",1387847109392
java.vm.info,sysinfo,,,"mixed mode",1387847109392
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1387847109392
