what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094388878
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094396788
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094414870
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1394094421960
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1394094429678
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1394094435905
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1394094436917
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094459564
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094491838
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094497838
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094498426
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094499229
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094499868
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094502922
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094503612
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094504136
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094504599
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094505138
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094505673
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094506888
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094507582
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094508132
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094508498
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094509114
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094509283
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094509481
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094509666
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094509865
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394094510105
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1394094512610
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1394094534146
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094544554
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094568078
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1394094573187
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1394094580295
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1394094583768
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1394094584880
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094587124
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094622386
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094623338
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094855226
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1394094855319
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394094857075
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1394094885045
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094895902
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094904575
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394094907204
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095421705
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095426702
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1394095450704
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095454575
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095456542
opened,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095456711
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095456926
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1394095466309
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095478616
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1394095497255
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095498820
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1394095507067
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394095511713
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1394095518559
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394095522868
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1394095523112
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1394095532164
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1394095534526
error,log,,,"ERROR [2014-03-06 17:45:36,069] (MetadataOperationsRetryAspect.java:metadataOperationsRetry:24) - ForceRemoteException occurred while attempting to perform a metadata operation\r\n",1394095536079
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095542170
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095544061
opened,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095544221
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095544342
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1394095558254
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1394095560664
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095563362
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095565475
opened,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095565601
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095565722
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1394095582586
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1394095585054
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095590242
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095591777
opened,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095591908
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095592007
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1394095604963
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1394095608751
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095617538
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095620068
opened,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095620191
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1394095620337
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1394095629115
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1394095630613
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095645300
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095648136
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394095650014
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394096007266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394096056971
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394096121545
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394096132561
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394096172502
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394096175426
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394096222373
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394096222864
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394096559481
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394096566182
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394100824269
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394100824394
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394100826958
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1394100827270
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1394100828380
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1394100828380
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1394100828380
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1394100828427
activated,perspective,com.salesforce.ide.ui,,"com.salesforce.ide.perspective",1394154382901
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1394154382903
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1394154382904
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1394154382904
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1394154382905
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1394154382906
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1394154382907
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1394154382908
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1394154382911
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1394154382913
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1394154382914
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1394154382915
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1394154382917
