what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1384835031198
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1384835032724
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1384835054734
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1384835056438
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1384835061356
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1384835062023
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1384835064398
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1384835065433
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835070567
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835084336
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1384835109169
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1384835117424
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1384835119032
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835126820
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835141716
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835142787
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835159479
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835176946
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835184475
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1384835185814
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835188428
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835203493
opened,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1384835220058
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1384835220148
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835220157
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835221599
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835222418
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835448538
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384835449786
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384839597302
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1384839599984
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1384839615605
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1384839629388
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384839645329
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384862625334
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384862627037
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384862628287
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1384862628428
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1384862628724
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1384862628881
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1384862628881
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1384862628896
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1384862628896
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1384862628912
