what,kind,bundleId,bundleVersion,description,time
opened,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1395206492134
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1395206492559
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1395206495805
opened,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1395206495956
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1395206496017
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395206529019
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1395206529045
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395206545543
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1395206548704
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395206557375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395206560209
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395206560325
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395206585296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395206590919
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395207213657
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395207214427
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395209532701
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395209557164
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395214852600
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395214857947
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395214858155
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1395214864077
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1395214864668
closed,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1395214864668
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1395214866699
closed,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1395214866699
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1395214868153
closed,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1395214868153
